tile_id,question_id,level,level_name,question,answer_lr,answer_sr,answer_gt
tile_0161,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building from the provided image.,There are two buildings visible in this image. One of them is surrounded by trees at the bottom right. The other one is located at the bottom right. The color or material of the rooftop is not specified in,There are two buildings visible in this image. One of them is surrounded by trees at the bottom right. The other one is located at the bottom right. The color or material of the rooftop is not specified in
tile_0162,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 40%, agriculture 20%, urban 5%, water 10%, bare soil 5%","forest 50%, agriculture 20%, urban 5%, water 10%, bare soil 25%","forest 40%, agriculture 20%, urban 5%, water 10%, bare soil 25%"
tile_0162,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0162,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,1
tile_0162,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,Yes.,No.
tile_0162,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0162,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel."
tile_0162,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in this image. The rooftop of the building is not specified in the image.,There are two buildings visible in this image. One building is located at the bottom left and the other is located at the bottom right. The rooftop of the building at the bottom left is described as being gray in,"There is one building visible in this image, and it is located at the top right corner. The rooftop of the building is not visible in the image, but it can be assumed that it is made of the"
tile_0163,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 20%, urban 5%, water 10%, bare soil 25%","forest 50%, agriculture 20%, urban 5%, water 5%, bare soil 20%","forest 50%, agriculture 20%, urban 5%, water 10%, bare soil 25%"
tile_0163,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,No.,No.
tile_0163,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,1
tile_0163,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,No.
tile_0163,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0163,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel."
tile_0163,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in this image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,"There is one building visible in this image, and it is not possible to determine the rooftop color or material from the provided image.","There is one building visible in this image, and it is not possible to determine the color or material of the rooftop from the provided image."
tile_0164,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 20%, urban 5%, water 10%, bare soil 25%","forest 50%, agriculture 20%, urban 5%, water 10%, bare soil 25%","forest 50%, agriculture 20%, urban 5%, water 10%, bare soil 25%"
tile_0164,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
