region,tile_id,caption_lr,caption_sr,caption_gt_rs,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
R2,tile_0046,a city from the air,a map of the city of edmonton,an aerial view of a city with many houses,0.1797315856468886,0.3220616970322653,0.2857142857142857,0.375,0.0986796179798695,0.2438566447247086
R2,tile_0047,a map of the city of london,a satellite image of a city,an aerial view of a small town,0.2857142857142857,0.2821605749635379,0.2857142857142857,0.3076923076923076,0.1757860783933462,0.1152155433779312
R2,tile_0048,a green leaf with a white stripe,an aerial view of the city of st louis,an aerial view of a city with lots of buildings,0.186125445008873,0.596559544542913,0.2352941176470588,0.631578947368421,0.0735747461058951,0.5744651733947117
R2,tile_0049,a bird is sitting on a branch in the woods,an aerial view of the site of the former fort,a small town with a lot of green grass,0.2,0.1,0.2105263157894737,0.1052631578947368,0.0,0.1144676006896003
R2,tile_0050,a blur of a person in a suit,an aerial view of a small town,an aerial view of the site of the proposed site,0.0973500978839256,0.372250890017746,0.1111111111111111,0.4705882352941176,0.1273595297947935,0.3562339138059969
R2,tile_0051,a pink and white wall with a white ceiling,an aerial view of the site of the proposed site,an aerial view of a farm in the countryside,0.111111111111111,0.5,0.1111111111111111,0.5263157894736842,0.0,0.4634863979128721
R2,tile_0052,a small dog is standing in the grass,an aerial view of the farm land,an aerial view of the site of the proposed development,0.0973500978839256,0.4653136125221825,0.1111111111111111,0.588235294117647,0.1144676006896003,0.5687131641027126
R2,tile_0053,a close up of a purple and white diamond,aerial view of the green fields,an aerial view of the site of the proposed site,0.0994265907571521,0.3422780793550613,0.1052631578947368,0.5,0.1059921313509325,0.4552018457650675
R2,tile_0054,a cell with a cell membrane in the middle,an aerial view of a lake surrounded by trees,an aerial view of the lake and surrounding forest,0.111111111111111,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.0595143957603065,0.4211358913281958
R2,tile_0055,a close up of a black and white flower,aerial view of the wetlands,a satellite image of a lake surrounded by trees,0.3333333333333333,0.0898657928234443,0.3333333333333333,0.1428571428571428,0.07780894359285,0.0934947749753671
R2,tile_0056,a green leaf with a white background,an aerial view of the golf course at the golf course,the golf course at the golf club in the hills,0.0,0.5454545454545454,0.0,0.5714285714285713,0.0,0.6216033275603057
R2,tile_0057,a green leaf with a white spot,a large body of water,an aerial view of a lake surrounded by trees,0.1073538990107551,0.1797315856468886,0.125,0.2857142857142857,0.0,0.0986796179798695
R2,tile_0058,a black and white cat is looking at the camera,a satellite image of a green field,an aerial view of a green field,0.1,0.5714285714285714,0.1176470588235294,0.5714285714285714,0.0,0.3808726084759437
R2,tile_0059,a cell with a cell in the middle,an aerial view of a green field,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
R2,tile_0060,a large white cloud in the sky,a satellite image of the amazon river,an aerial view of the site of the proposed site,0.0930627225044365,0.186125445008873,0.1176470588235294,0.2352941176470588,0.1152155433779312,0.2605556710562624
R2,tile_0061,a blur of a cityscape,an aerial view of the village,an aerial view of the village and surrounding area,0.0898657928234443,0.6065306597126334,0.1428571428571428,0.8,0.1096425868345385,0.7092972666062739
R2,tile_0062,a satellite image of the city of san,a satellite image of the city of new orleans,an aerial view of a small town,0.25,0.2222222222222222,0.2666666666666666,0.25,0.1627944951197125,0.1523141551937591
R2,tile_0063,a view of the city from a high angle,a map of the city of ottawa,an aerial view of a city with many buildings,0.4444444444444444,0.3220616970322653,0.4444444444444444,0.375,0.2532094495161745,0.2438566447247086
R2,tile_0064,a large group of white and red squares,a map of the city of edmonton,an aerial view of a small town,0.25,0.2857142857142857,0.2666666666666666,0.2857142857142857,0.0845798608014702,0.1757860783933462
R2,tile_0065,a map of the city of london,a map of the city of new york,an aerial view of a small town,0.2857142857142857,0.25,0.2857142857142857,0.2666666666666666,0.1757860783933462,0.1627944951197125
R2,tile_0066,a satellite image of the city of london,"an aerial view of the city of st louis, minnesota",an aerial view of a small town,0.25,0.4,0.2666666666666666,0.4705882352941176,0.1627944951197125,0.4316433290730968
R2,tile_0067,a view of the city from the air,an aerial view of the site of the proposed development,a small town surrounded by trees and mountains,0.125,0.0,0.125,0.0,0.0,0.0
R2,tile_0068,an aerial view of a house in the middle of a neighborhood,a large white building,an aerial view of a construction site in the middle of a river,0.7667036788577695,0.026349806140466,0.8,0.1176470588235294,0.670886800175419,0.0
R2,tile_0069,a green and yellow area with a small patch of grass,a large field with a small lake in the middle,an aerial view of the site of the former factory,0.0909090909090909,0.1,0.0952380952380952,0.1,0.1001103165622538,0.1065703553948076
R2,tile_0070,a satellite image of the site of the proposed building,an aerial view of the site of the proposed site,an aerial view of the village,0.2,0.5,0.25,0.625,0.3006561224948461,0.5800762373653504
R2,tile_0071,a small plane flying over a small town,an aerial view of a farm and a road,an aerial view of a farm and fields,0.125,0.7777777777777778,0.125,0.823529411764706,0.0,0.7523197619890014
R2,tile_0072,a blur of a green field,an aerial view of the wetlands and wetlands,the site of the incas in the andes,0.1194218850956315,0.25,0.1428571428571428,0.25,0.0735650445476245,0.2240654738303979
R2,tile_0073,a blur of a person walking on a path,an aerial view of a road and a forest,an aerial view of the site of the proposed site,0.0994265907571521,0.3977063630286087,0.1052631578947368,0.4210526315789474,0.1152155433779312,0.3188231972456646
R2,tile_0074,a white face with a black nose,an aerial view of the golf course,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
R2,tile_0075,a green leaf with a white background,an aerial view of the site of the former military base,an aerial view of the farm and surrounding area,0.0,0.4545454545454545,0.0,0.5,0.0,0.4482648163440716
R2,tile_0076,a black and white bird flying over a forest,an aerial view of the golf course at the golf club,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
R2,tile_0077,a close up of a flower with a blur effect,an aerial view of a green field with a road,an aerial view of the site of the proposed site,0.1,0.4,0.1,0.4000000000000001,0.1059921313509325,0.2911650526086002
R2,tile_0078,a blur of a tree,an aerial view of the site of the former military base,an aerial view of the village and surrounding area,0.0898657928234443,0.4545454545454545,0.1428571428571428,0.5,0.1096425868345385,0.4482648163440716
R2,tile_0079,a black and white photo of a city,a satellite image of the city of san,an aerial view of a small town,0.25,0.25,0.2666666666666666,0.2666666666666666,0.0919399817407808,0.1627944951197125
R2,tile_0080,a black and white photo of a small area,a satellite image of the city of winnipeg,an aerial view of a small town in the democratic democratic democratic democratic democratic democratic democratic democratic democratic democratic democratic democratic,0.0878657127052422,0.0738418782015727,0.2,0.2068965517241379,0.0336013184447089,0.0483590248948964
R2,tile_0081,a black and white photo of a city,a city with lots of buildings and trees,an aerial view of a city with many buildings,0.3309363384692233,0.5515605641153721,0.3529411764705882,0.5882352941176471,0.1707761131901165,0.368023208756115
R2,tile_0082,a black and white image of a city,a map of the city of edmonton,an aerial view of a small town,0.25,0.2857142857142857,0.2666666666666666,0.2857142857142857,0.0919399817407808,0.1757860783933462
R2,tile_0083,a large tree with a lot of green leaves,a satellite image of the city of new london,an aerial view of a small town,0.2222222222222222,0.2222222222222222,0.25,0.25,0.0845798608014702,0.1523141551937591
R2,tile_0084,a large white house surrounded by trees,an aerial view of the campus,an aerial view of a small town,0.1428571428571428,0.5643211499270759,0.1428571428571428,0.6153846153846153,0.0,0.5031026124151314
R2,tile_0085,a satellite image of the site of the proposed site,an aerial view of the site of the proposed development,an aerial view of the site of the proposed development,0.6,1.0,0.6,1.0,0.6314757681550579,1.0
R2,tile_0086,a green and white cat is standing in the grass,an aerial view of the site of the proposed site,an aerial view of the site of the former fort,0.1,0.8,0.1,0.8000000000000002,0.1001103165622538,0.7900322566465156
R2,tile_0087,an aerial view of a neighborhood,an aerial view of the site of the former building,an aerial view of a small town,0.7054014374088451,0.4,0.7692307692307692,0.4705882352941176,0.5803329846765686,0.388554144665772
R2,tile_0088,an aerial view of a road and a forest,an aerial view of the site of the proposed new hospital,an aerial view of a road and a small town,0.7954127260572175,0.3636363636363636,0.8421052631578948,0.380952380952381,0.6735205045780811,0.3035145735163532
R2,tile_0089,a satellite image of the area where the plane crashed,an aerial view of the site of the former military base,an aerial view of the site of the former military base in the town of khari,0.1646434908282079,0.6347364189402819,0.2307692307692307,0.8148148148148148,0.3568118668939251,0.8821574783846511
R2,tile_0090,a blur of a tree,an aerial view of the river and surrounding farmland,an aerial view of the village and surrounding countryside,0.0898657928234443,0.7777777777777778,0.1428571428571428,0.7777777777777778,0.1096425868345385,0.6392306240536285
R2,tile_0091,a green and white flower with a black background,a satellite image of a river running through a green field,a green field with a small house in the middle,0.3977063630286087,0.3636363636363636,0.4210526315789474,0.380952380952381,0.1559289254870836,0.1443835552773867
R2,tile_0092,a green leaf with a white background,an aerial view of the golf course at the golf club,an aerial view of the golf course at the golf club,0.0,1.0,0.0,1.0,0.0,1.0000000000000002
R2,tile_0093,a black and white image of a dog,an aerial view of the site of the site of the first battle,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
